id_partida,fecha_hora,estrategia_j1,estrategia_j2,nivel_j1,nivel_j2,ganador,motivo_victoria,duracion_segundos,torres_destruidas_j1,torres_destruidas_j2,vida_final_j1,vida_final_j2,cartas_jugadas_j1,cartas_jugadas_j2,elixir_gastado_j1,elixir_gastado_j2,tropas_invocadas_j1,tropas_invocadas_j2,danio_causado_j1,danio_causado_j2,danio_recibido_j1,danio_recibido_j2,ataques_j1,ataques_j2
PARTIDA_0116_8ca3bbc3,2025-11-03 08:41:36,EstrategiaAleatoria,EstrategiaMenorCosto,5,5,2,"Torre Rey del Jugador 1 destruida",80,1,3,0,5319,8,10,30,32,8,10,4754,12348,12348,4754,50,177
PARTIDA_0117_39f9931d,2025-11-03 08:41:36,EstrategiaMenorCosto,EstrategiaDefensiva,5,5,2,"Torre Rey del Jugador 1 destruida",68,1,2,1809,4941,8,6,25,24,8,6,5134,9731,9731,5134,85,55
PARTIDA_0118_e215fe88,2025-11-03 08:41:36,EstrategiaAgresiva,EstrategiaAgresiva,5,5,1,"Torre Rey del Jugador 2 destruida",28,2,0,6678,1959,3,3,10,11,3,3,6729,2130,2130,6729,30,25
PARTIDA_0119_8d6782b1,2025-11-03 08:41:36,EstrategiaAleatoria,EstrategiaAgresiva,5,5,2,"Torre Rey del Jugador 1 destruida",56,0,3,0,6900,7,6,24,24,7,6,1281,12130,12130,1281,24,84
PARTIDA_0120_2bca92b5,2025-11-03 08:41:36,EstrategiaAleatoria,EstrategiaDefensiva,5,5,1,"Torre Rey del Jugador 2 destruida",56,2,0,6258,1959,6,5,21,21,6,5,7111,2741,2741,7111,53,26
PARTIDA_0121_bada4933,2025-11-03 08:41:36,EstrategiaAgresiva,EstrategiaMenorCosto,5,5,1,"Torre Rey del Jugador 2 destruida",58,2,0,7278,1959,6,6,24,21,6,6,7514,2595,2595,7514,74,35
PARTIDA_0122_6196b6d7,2025-11-03 08:41:36,EstrategiaDefensiva,EstrategiaAleatoria,5,5,1,"Torre Rey del Jugador 2 destruida",118,3,0,5478,0,10,13,42,43,10,13,14877,7495,7495,14877,104,107
PARTIDA_0123_2f1f70ec,2025-11-03 08:41:36,EstrategiaDefensiva,EstrategiaDefensiva,5,5,1,"Torre Rey del Jugador 2 destruida",58,2,0,7278,1959,5,5,22,20,5,5,7760,1748,1748,7760,24,19
PARTIDA_0124_be389eb4,2025-11-03 08:41:36,EstrategiaAleatoria,EstrategiaMenorCosto,5,5,1,"Torre Rey del Jugador 2 destruida",69,2,2,1760,1959,8,7,26,28,8,7,7888,9082,9082,7888,52,84
PARTIDA_0125_fbaf47b9,2025-11-03 08:41:36,EstrategiaDefensiva,EstrategiaAgresiva,5,5,1,"Torre Rey del Jugador 2 destruida",80,2,1,3919,1959,6,7,28,29,6,7,10428,8861,8861,10428,82,76
PARTIDA_0126_4e244585,2025-11-03 08:41:36,EstrategiaAgresiva,EstrategiaDefensiva,5,5,1,"Torre Rey del Jugador 2 destruida",45,2,0,7278,1959,5,4,18,18,5,4,7349,3176,3176,7349,62,38
PARTIDA_0127_c3b9c663,2025-11-03 08:41:36,EstrategiaMenorCosto,EstrategiaAgresiva,5,5,2,"Torre Rey del Jugador 1 destruida",25,0,2,1959,7278,3,4,10,13,3,4,1207,6456,6456,1207,19,36
PARTIDA_0128_4d31de5b,2025-11-03 08:41:36,EstrategiaAgresiva,EstrategiaAleatoria,5,5,1,"Torre Rey del Jugador 2 destruida",58,2,0,5578,1959,6,7,24,23,6,7,8832,4880,4880,8832,52,52
PARTIDA_0129_adb1ea08,2025-11-03 08:41:36,EstrategiaAleatoria,EstrategiaAgresiva,5,5,1,"Torre Rey del Jugador 2 destruida",46,2,1,4719,1959,5,5,18,20,5,5,6057,3241,3241,6057,68,38
PARTIDA_0130_9ffb7251,2025-11-03 08:41:36,EstrategiaDefensiva,EstrategiaAleatoria,5,5,2,"Torre Rey del Jugador 1 destruida",123,0,3,0,6198,10,13,42,44,10,13,7268,16361,16361,7268,82,221
PARTIDA_0131_ee91012b,2025-11-03 08:41:36,EstrategiaAgresiva,EstrategiaMenorCosto,5,5,1,"Torre Rey del Jugador 2 destruida",70,2,0,6598,1759,8,6,28,26,8,6,11362,4620,4620,11362,76,46
PARTIDA_0132_4b476ef2,2025-11-03 08:41:36,EstrategiaAgresiva,EstrategiaDefensiva,5,5,1,"Torre Rey del Jugador 2 destruida",61,2,1,5319,1959,6,4,24,21,6,4,6870,3094,3094,6870,74,40
PARTIDA_0133_12908ee0,2025-11-03 08:41:36,EstrategiaMenorCosto,EstrategiaAleatoria,5,5,2,"Torre Rey del Jugador 1 destruida",27,0,2,1959,7125,4,3,14,11,4,3,1235,5728,5728,1235,21,21
PARTIDA_0134_e599243a,2025-11-03 08:41:36,EstrategiaAgresiva,EstrategiaDefensiva,5,5,1,"Torre Rey del Jugador 2 destruida",68,2,1,5319,1240,7,6,26,26,7,6,11034,5733,5733,11034,127,61
PARTIDA_0135_e8aafa29,2025-11-03 08:41:36,EstrategiaMenorCosto,EstrategiaMenorCosto,5,5,2,"Torre Rey del Jugador 1 destruida",140,0,3,0,4328,15,15,51,51,15,15,11343,14986,14986,11343,147,160
PARTIDA_0136_43316422,2025-11-03 08:41:36,EstrategiaAleatoria,EstrategiaDefensiva,5,5,1,"Torre Rey del Jugador 2 destruida",73,2,1,5319,1959,7,5,27,26,7,5,9125,3634,3634,9125,114,15
PARTIDA_0137_87bf4cd9,2025-11-03 08:41:36,EstrategiaDefensiva,EstrategiaAgresiva,5,5,1,"Torre Rey del Jugador 2 destruida",56,2,0,5598,1959,5,5,21,19,5,5,8488,6025,6025,8488,44,39
PARTIDA_0138_b89b8e79,2025-11-03 08:41:36,EstrategiaAleatoria,EstrategiaAgresiva,5,5,1,"Torre Rey del Jugador 2 destruida",79,3,1,3619,0,8,9,28,30,8,9,11665,5539,5539,11665,116,38
PARTIDA_0139_9bed7e81,2025-11-03 08:41:36,EstrategiaDefensiva,EstrategiaAgresiva,5,5,2,"Torre Rey del Jugador 1 destruida",42,0,2,1959,7278,4,4,18,16,4,4,1248,8145,8145,1248,15,30
PARTIDA_0140_ece50048,2025-11-03 08:41:36,EstrategiaAleatoria,EstrategiaAleatoria,5,5,2,"Torre Rey del Jugador 1 destruida",81,0,2,1359,5358,9,8,30,30,9,8,4983,10853,10853,4983,62,120
PARTIDA_0141_12ac2621,2025-11-03 08:41:36,EstrategiaAleatoria,EstrategiaDefensiva,5,5,2,"Torre Rey del Jugador 1 destruida",82,0,2,779,7278,8,7,32,31,8,7,2935,12240,12240,2935,37,72
PARTIDA_0142_f8c72d8d,2025-11-03 08:41:36,EstrategiaMenorCosto,EstrategiaAleatoria,5,5,1,"Torre Rey del Jugador 2 destruida",101,3,0,5478,0,12,9,38,35,12,9,12222,6560,6560,12222,188,82
PARTIDA_0143_2eff8fd4,2025-11-03 08:41:36,EstrategiaMenorCosto,EstrategiaAleatoria,5,5,2,"Torre Rey del Jugador 1 destruida",66,1,2,1959,5067,7,6,26,24,7,6,5101,8284,8284,5101,71,70
PARTIDA_0144_8b27e081,2025-11-03 08:41:36,EstrategiaAgresiva,EstrategiaDefensiva,5,5,2,"Torre Rey del Jugador 1 destruida",124,1,2,959,5169,13,10,45,42,13,10,8645,13786,13786,8645,104,113
PARTIDA_0145_b618b1c9,2025-11-03 08:41:36,EstrategiaDefensiva,EstrategiaAleatoria,5,5,1,"Torre Rey del Jugador 2 destruida",148,2,1,5169,1959,13,14,53,52,13,14,13818,11210,11210,13818,123,120
PARTIDA_0146_cc25a51f,2025-11-03 08:41:36,EstrategiaAleatoria,EstrategiaMenorCosto,5,5,2,"Torre Rey del Jugador 1 destruida",44,0,2,1959,7278,5,5,18,19,5,5,1275,7328,7328,1275,23,37
PARTIDA_0147_b60f99c4,2025-11-03 08:41:36,EstrategiaMenorCosto,EstrategiaMenorCosto,5,5,1,"Torre Rey del Jugador 2 destruida",55,2,1,4459,1959,6,6,21,22,6,6,8189,5048,5048,8189,53,60
PARTIDA_0148_33387bf0,2025-11-03 08:41:36,EstrategiaAgresiva,EstrategiaAgresiva,5,5,2,"Torre Rey del Jugador 1 destruida",57,1,2,1959,3078,5,6,20,24,5,6,6534,6840,6840,6534,77,40
PARTIDA_0149_0f382b65,2025-11-03 08:41:36,EstrategiaAleatoria,EstrategiaAleatoria,5,5,2,"Torre Rey del Jugador 1 destruida",44,0,2,1959,6918,5,5,18,18,5,5,972,8641,8641,972,14,70
PARTIDA_0150_248fe38b,2025-11-03 08:41:36,EstrategiaDefensiva,EstrategiaDefensiva,5,5,2,"Torre Rey del Jugador 1 destruida",70,0,2,1959,6108,6,6,26,27,6,6,2106,8096,8096,2106,23,36
PARTIDA_0151_2abb2450,2025-11-03 08:41:36,EstrategiaAgresiva,EstrategiaAgresiva,5,5,2,"Torre Rey del Jugador 1 destruida",28,1,2,1704,3439,3,4,13,13,3,4,4938,6078,6078,4938,21,29
PARTIDA_0152_73770b8f,2025-11-03 08:41:36,EstrategiaDefensiva,EstrategiaMenorCosto,5,5,1,"Torre Rey del Jugador 2 destruida",94,2,0,6549,599,8,9,32,35,8,9,12947,3345,3345,12947,104,43
PARTIDA_0153_22a5a59c,2025-11-03 08:41:36,EstrategiaAleatoria,EstrategiaMenorCosto,5,5,2,"Torre Rey del Jugador 1 destruida",82,0,2,931,7278,8,8,29,31,8,8,2914,12206,12206,2914,52,118
PARTIDA_0154_85e1446e,2025-11-03 08:41:36,EstrategiaDefensiva,EstrategiaMenorCosto,5,5,1,"Torre Rey del Jugador 2 destruida",154,3,1,4155,0,12,17,55,54,12,17,15750,14085,14085,15750,163,205
PARTIDA_0155_2b181f36,2025-11-03 08:41:36,EstrategiaMenorCosto,EstrategiaDefensiva,5,5,2,"Torre Rey del Jugador 1 destruida",50,2,2,1959,1959,4,5,17,19,4,5,6572,6238,6238,6572,46,31
PARTIDA_0156_f5b6fbe0,2025-11-03 08:41:36,EstrategiaAgresiva,EstrategiaAgresiva,5,5,1,"Torre Rey del Jugador 2 destruida",32,2,1,5319,1959,4,4,15,16,4,4,6476,3220,3220,6476,31,28
PARTIDA_0157_63074c5e,2025-11-03 08:41:36,EstrategiaAleatoria,EstrategiaAleatoria,5,5,2,"Torre Rey del Jugador 1 destruida",130,1,3,0,3993,13,12,46,46,13,12,10399,16756,16756,10399,150,147
PARTIDA_0158_d1ed023b,2025-11-03 08:41:36,EstrategiaAleatoria,EstrategiaDefensiva,5,5,1,"Torre Rey del Jugador 2 destruida",90,3,0,7278,0,10,7,34,31,10,7,16035,5019,5019,16035,145,56
PARTIDA_0159_504e18b9,2025-11-03 08:41:36,EstrategiaAleatoria,EstrategiaAleatoria,5,5,2,"Torre Rey del Jugador 1 destruida",123,1,3,0,4619,11,13,44,44,11,13,8241,15815,15815,8241,119,185
PARTIDA_0160_5fdab48c,2025-11-03 08:41:36,EstrategiaAleatoria,EstrategiaMenorCosto,5,5,1,"Torre Rey del Jugador 2 destruida",138,2,1,4158,1259,13,15,51,51,13,15,13872,10584,10584,13872,111,108
PARTIDA_0161_bc958739,2025-11-03 08:41:36,EstrategiaMenorCosto,EstrategiaAleatoria,5,5,1,"Torre Rey del Jugador 2 destruida",75,3,0,7125,0,7,9,28,29,7,9,12520,4006,4006,12520,91,55
PARTIDA_0162_26b1c858,2025-11-03 08:41:36,EstrategiaAleatoria,EstrategiaAgresiva,5,5,2,"Torre Rey del Jugador 1 destruida",54,0,2,1959,7278,6,5,22,19,6,5,3271,7585,7585,3271,46,50
PARTIDA_0163_7d09045e,2025-11-03 08:41:36,EstrategiaAgresiva,EstrategiaDefensiva,5,5,1,"Torre Rey del Jugador 2 destruida",28,2,0,7278,1959,4,2,13,8,4,2,6310,914,914,6310,30,12
PARTIDA_0164_901422e8,2025-11-03 08:41:36,EstrategiaAgresiva,EstrategiaDefensiva,5,5,1,"Torre Rey del Jugador 2 destruida",30,2,0,7278,1959,4,3,14,12,4,3,6513,562,562,6513,21,10
PARTIDA_0165_9b7986b4,2025-11-03 08:41:36,EstrategiaAgresiva,EstrategiaAleatoria,5,5,1,"Torre Rey del Jugador 2 destruida",49,2,0,6903,1959,5,5,18,20,5,5,8282,3641,3641,8282,71,36
PARTIDA_0166_0f6fef4e,2025-11-03 08:41:36,EstrategiaDefensiva,EstrategiaMenorCosto,5,5,2,"Torre Rey del Jugador 1 destruida",101,0,3,0,6938,9,11,35,39,9,11,5018,14768,14768,5018,47,114
PARTIDA_0167_d14a5e24,2025-11-03 08:41:37,EstrategiaMenorCosto,EstrategiaMenorCosto,5,5,1,"Torre Rey del Jugador 2 destruida",51,2,0,7178,1959,6,5,21,20,6,5,8515,2450,2450,8515,37,29
PARTIDA_0168_a94f47a3,2025-11-03 08:41:37,EstrategiaDefensiva,EstrategiaMenorCosto,5,5,2,"Torre Rey del Jugador 1 destruida",78,1,3,0,3119,7,9,28,30,7,9,9121,13669,13669,9121,68,151
PARTIDA_0169_d4d2f375,2025-11-03 08:41:37,EstrategiaMenorCosto,EstrategiaAgresiva,5,5,2,"Torre Rey del Jugador 1 destruida",32,0,2,1959,7278,5,4,16,15,5,4,2737,6912,6912,2737,51,23
PARTIDA_0170_e6462d50,2025-11-03 08:41:37,EstrategiaAgresiva,EstrategiaAleatoria,5,5,2,"Torre Rey del Jugador 1 destruida",149,1,3,0,3837,16,15,54,52,16,15,13164,16199,16199,13164,158,212
PARTIDA_0171_a0ed2d57,2025-11-03 08:41:37,EstrategiaDefensiva,EstrategiaAleatoria,5,5,2,"Torre Rey del Jugador 1 destruida",65,0,2,1959,7078,6,7,25,25,6,7,3882,6246,6246,3882,50,21
PARTIDA_0172_1ec306cd,2025-11-03 08:41:37,EstrategiaAleatoria,EstrategiaMenorCosto,5,5,1,"Torre Rey del Jugador 2 destruida",98,3,0,5775,0,10,10,36,36,10,10,13291,5218,5218,13291,180,87
PARTIDA_0173_8076bd97,2025-11-03 08:41:37,EstrategiaDefensiva,EstrategiaMenorCosto,5,5,2,"Torre Rey del Jugador 1 destruida",141,0,3,0,7278,11,16,48,51,11,16,7123,20278,20278,7123,74,310
PARTIDA_0174_4e0b05dc,2025-11-03 08:41:37,EstrategiaAleatoria,EstrategiaDefensiva,5,5,2,"Torre Rey del Jugador 1 destruida",140,0,3,0,6678,14,12,50,49,14,12,9354,15488,15488,9354,136,97
PARTIDA_0175_0520324f,2025-11-03 08:41:37,EstrategiaAleatoria,EstrategiaDefensiva,5,5,1,"Torre Rey del Jugador 2 destruida",145,2,0,7278,959,14,13,53,50,14,13,18195,8865,8865,18195,129,110
PARTIDA_0176_6ae64a15,2025-11-03 08:41:37,EstrategiaMenorCosto,EstrategiaDefensiva,5,5,1,"Torre Rey del Jugador 2 destruida",75,3,0,7278,0,7,6,28,25,7,6,10831,3817,3817,10831,61,45
PARTIDA_0177_70164c3b,2025-11-03 08:41:37,EstrategiaDefensiva,EstrategiaDefensiva,5,5,2,"Más torres restantes",179,0,2,2340,6198,16,17,63,62,16,17,13026,20942,20942,13026,137,186
PARTIDA_0178_6ef42aad,2025-11-03 08:41:37,EstrategiaMenorCosto,EstrategiaDefensiva,5,5,2,"Torre Rey del Jugador 1 destruida",67,1,2,1959,4886,7,6,24,26,7,6,7356,7948,7948,7356,84,42
PARTIDA_0179_ec4923a0,2025-11-03 08:41:37,EstrategiaAleatoria,EstrategiaMenorCosto,5,5,2,"Torre Rey del Jugador 1 destruida",98,0,3,0,6798,10,9,36,37,10,9,2531,14029,14029,2531,48,155
PARTIDA_0180_12ddb4cd,2025-11-03 08:41:37,EstrategiaMenorCosto,EstrategiaAleatoria,5,5,2,"Torre Rey del Jugador 1 destruida",54,0,2,1959,7146,7,5,23,19,7,5,5060,6937,6937,5060,84,44
PARTIDA_0181_d7306681,2025-11-03 08:41:37,EstrategiaAgresiva,EstrategiaAgresiva,5,5,1,"Torre Rey del Jugador 2 destruida",84,3,0,7278,0,9,9,31,33,9,9,11552,4478,4478,11552,155,59
PARTIDA_0182_de2ee6b5,2025-11-03 08:41:37,EstrategiaDefensiva,EstrategiaAgresiva,5,5,1,"Torre Rey del Jugador 2 destruida",60,2,1,5319,1959,6,7,23,25,6,7,9075,3901,3901,9075,58,24
PARTIDA_0183_00b765aa,2025-11-03 08:41:37,EstrategiaDefensiva,EstrategiaMenorCosto,5,5,2,"Torre Rey del Jugador 1 destruida",55,0,2,1959,7278,5,6,22,23,5,6,1814,8650,8650,1814,28,50
PARTIDA_0184_b5fcef20,2025-11-03 08:41:37,EstrategiaAleatoria,EstrategiaMenorCosto,5,5,1,"Torre Rey del Jugador 2 destruida",76,2,0,5411,1761,8,9,30,30,8,9,8079,5010,5010,8079,56,66
PARTIDA_0185_35a06da7,2025-11-03 08:41:37,EstrategiaDefensiva,EstrategiaAleatoria,5,5,2,"Torre Rey del Jugador 1 destruida",79,1,2,1959,5319,7,8,30,30,7,8,6470,11424,11424,6470,73,68
PARTIDA_0186_c8ad7be6,2025-11-03 08:41:37,EstrategiaAleatoria,EstrategiaMenorCosto,5,5,2,"Torre Rey del Jugador 1 destruida",96,0,2,1959,7178,9,9,33,36,9,9,5777,7625,7625,5777,64,83
PARTIDA_0187_bcb7d806,2025-11-03 08:41:37,EstrategiaAleatoria,EstrategiaAgresiva,5,5,2,"Torre Rey del Jugador 1 destruida",38,1,2,1619,5319,5,5,18,18,5,5,4449,8704,8704,4449,39,41
PARTIDA_0188_ecc4b009,2025-11-03 08:41:37,EstrategiaDefensiva,EstrategiaMenorCosto,5,5,2,"Más torres restantes",179,0,2,3360,6558,15,17,62,64,15,17,11946,19187,19187,11946,140,216
PARTIDA_0189_54d2a42c,2025-11-03 08:41:37,EstrategiaDefensiva,EstrategiaMenorCosto,5,5,2,"Torre Rey del Jugador 1 destruida",87,0,3,0,7158,7,10,31,34,7,10,5251,13783,13783,5251,68,148
PARTIDA_0190_326a1e7e,2025-11-03 08:41:37,EstrategiaAleatoria,EstrategiaMenorCosto,5,5,1,"Torre Rey del Jugador 2 destruida",64,2,0,6889,1959,6,8,26,25,6,8,7988,5054,5054,7988,47,82
PARTIDA_0191_10184f79,2025-11-03 08:41:37,EstrategiaAleatoria,EstrategiaDefensiva,5,5,1,"Torre Rey del Jugador 2 destruida",64,2,0,6278,1959,7,5,24,22,7,5,10191,4716,4716,10191,113,59
PARTIDA_0192_d1aa8ca2,2025-11-03 08:41:37,EstrategiaDefensiva,EstrategiaAgresiva,5,5,1,"Torre Rey del Jugador 2 destruida",136,2,1,1669,1959,11,14,49,50,11,14,15233,13877,13877,15233,145,164
PARTIDA_0193_dae63219,2025-11-03 08:41:37,EstrategiaDefensiva,EstrategiaAgresiva,5,5,2,"Torre Rey del Jugador 1 destruida",106,0,3,0,7278,8,12,36,39,8,12,7014,17019,17019,7014,79,255
PARTIDA_0194_07296bd8,2025-11-03 08:41:37,EstrategiaDefensiva,EstrategiaMenorCosto,5,5,2,"Torre Rey del Jugador 1 destruida",62,0,2,507,7278,5,7,22,25,5,7,3416,11472,11472,3416,36,74
PARTIDA_0195_88521f06,2025-11-03 08:41:37,EstrategiaAgresiva,EstrategiaAgresiva,5,5,2,"Torre Rey del Jugador 1 destruida",64,1,2,1704,5166,7,7,26,24,7,7,4047,8933,8933,4047,82,121
PARTIDA_0196_5d82b3e4,2025-11-03 08:41:37,EstrategiaMenorCosto,EstrategiaMenorCosto,5,5,2,"Torre Rey del Jugador 1 destruida",32,0,2,1959,7278,4,4,14,15,4,4,1567,6120,6120,1567,23,18
PARTIDA_0197_d28e8e2a,2025-11-03 08:41:37,EstrategiaAgresiva,EstrategiaAgresiva,5,5,1,"Torre Rey del Jugador 2 destruida",39,2,1,5319,1959,5,5,18,18,5,5,6309,3696,3696,6309,54,32
PARTIDA_0198_5832e6ea,2025-11-03 08:41:37,EstrategiaAgresiva,EstrategiaDefensiva,5,5,1,"Torre Rey del Jugador 2 destruida",34,2,0,7278,1959,4,3,16,13,4,3,8276,1150,1150,8276,28,12
PARTIDA_0199_13e2a045,2025-11-03 08:41:37,EstrategiaDefensiva,EstrategiaAgresiva,5,5,1,"Torre Rey del Jugador 2 destruida",84,3,1,5319,0,7,9,31,33,7,9,11970,5260,5260,11970,47,47
PARTIDA_0200_c775d250,2025-11-03 08:41:37,EstrategiaMenorCosto,EstrategiaAgresiva,5,5,2,"Torre Rey del Jugador 1 destruida",31,0,2,1599,7278,4,4,13,14,4,4,1654,7391,7391,1654,28,39
PARTIDA_0201_27b19759,2025-11-03 08:41:37,EstrategiaAleatoria,EstrategiaAleatoria,5,5,2,"Torre Rey del Jugador 1 destruida",66,1,2,1959,2363,7,8,25,27,7,8,7876,10099,10099,7876,85,77
PARTIDA_0202_c855a433,2025-11-03 08:41:37,EstrategiaAgresiva,EstrategiaAleatoria,5,5,2,"Torre Rey del Jugador 1 destruida",68,0,2,1119,5478,7,7,27,26,7,7,4127,11168,11168,4127,29,80
PARTIDA_0203_7a652995,2025-11-03 08:41:37,EstrategiaAleatoria,EstrategiaMenorCosto,5,5,2,"Torre Rey del Jugador 1 destruida",112,0,2,1059,7278,10,10,40,40,10,10,6640,11555,11555,6640,75,124
PARTIDA_0204_03ac8bf8,2025-11-03 08:41:37,EstrategiaDefensiva,EstrategiaAgresiva,5,5,1,"Torre Rey del Jugador 2 destruida",57,2,0,6918,419,6,7,24,24,6,7,10650,2694,2694,10650,41,43
PARTIDA_0205_3ba7d17a,2025-11-03 08:41:37,EstrategiaMenorCosto,EstrategiaDefensiva,5,5,2,"Más torres restantes",265,1,2,960,2433,26,22,93,90,26,22,20263,22853,22853,20263,232,218
PARTIDA_0206_65f19672,2025-11-03 08:41:37,EstrategiaMenorCosto,EstrategiaMenorCosto,5,5,1,"Torre Rey del Jugador 2 destruida",68,2,0,5343,1959,7,8,27,27,7,8,9682,5811,5811,9682,62,70
PARTIDA_0207_a9590245,2025-11-03 08:41:37,EstrategiaAleatoria,EstrategiaAleatoria,5,5,2,"Torre Rey del Jugador 1 destruida",66,0,2,1959,6678,6,7,24,26,6,7,3765,9302,9302,3765,37,47
PARTIDA_0208_abed9253,2025-11-03 08:41:37,EstrategiaAleatoria,EstrategiaAleatoria,5,5,2,"Torre Rey del Jugador 1 destruida",113,1,2,559,4589,11,11,43,41,11,11,7983,14099,14099,7983,88,139
PARTIDA_0209_a2f8de84,2025-11-03 08:41:37,EstrategiaAgresiva,EstrategiaDefensiva,5,5,2,"Torre Rey del Jugador 1 destruida",70,3,2,1959,0,7,7,27,27,7,7,10467,11303,11303,10467,110,85
PARTIDA_0210_7052ef8b,2025-11-03 08:41:37,EstrategiaMenorCosto,EstrategiaAgresiva,5,5,2,"Torre Rey del Jugador 1 destruida",49,0,2,1959,6678,6,6,20,21,6,6,3511,8337,8337,3511,46,86
PARTIDA_0211_bd870b36,2025-11-03 08:41:37,EstrategiaAleatoria,EstrategiaDefensiva,5,5,1,"Torre Rey del Jugador 2 destruida",44,2,0,6838,1959,5,4,20,17,5,4,8398,1491,1491,8398,31,18
PARTIDA_0212_0c4303b6,2025-11-03 08:41:37,EstrategiaDefensiva,EstrategiaAgresiva,5,5,2,"Torre Rey del Jugador 1 destruida",77,1,3,0,5219,6,7,27,29,6,7,6222,13145,13145,6222,68,87
PARTIDA_0213_2ea90f67,2025-11-03 08:41:37,EstrategiaAgresiva,EstrategiaAleatoria,5,5,1,"Torre Rey del Jugador 2 destruida",66,3,0,7278,0,6,7,26,26,6,7,11880,4433,4433,11880,81,52
PARTIDA_0214_3bd12991,2025-11-03 08:41:37,EstrategiaAgresiva,EstrategiaDefensiva,5,5,1,"Torre Rey del Jugador 2 destruida",54,2,0,6278,1959,6,5,22,20,6,5,7940,2817,2817,7940,78,33
PARTIDA_0215_594bdf75,2025-11-03 08:41:37,EstrategiaMenorCosto,EstrategiaMenorCosto,5,5,2,"Torre Rey del Jugador 1 destruida",94,1,2,1827,5319,10,10,36,36,10,10,6047,10071,10071,6047,67,114
PARTIDA_0216_4cf6f28e,2025-11-03 08:41:37,EstrategiaAleatoria,EstrategiaMenorCosto,5,5,2,"Torre Rey del Jugador 1 destruida",108,1,3,0,3619,9,11,35,39,9,11,9452,14725,14725,9452,69,141
PARTIDA_0217_9ea0a5f0,2025-11-03 08:41:37,EstrategiaMenorCosto,EstrategiaMenorCosto,5,5,1,"Torre Rey del Jugador 2 destruida",50,2,1,5319,1518,6,6,21,21,6,6,7895,3653,3653,7895,55,45
PARTIDA_0218_2c3988c1,2025-11-03 08:41:37,EstrategiaAgresiva,EstrategiaAgresiva,5,5,2,"Torre Rey del Jugador 1 destruida",47,1,2,1959,3959,5,5,19,19,5,5,5477,7596,7596,5477,46,49
PARTIDA_0219_2365c1df,2025-11-03 08:41:37,EstrategiaDefensiva,EstrategiaAleatoria,5,5,1,"Torre Rey del Jugador 2 destruida",140,2,1,3210,1959,11,13,48,46,11,13,10810,10831,10831,10810,115,114
PARTIDA_0220_c8b40298,2025-11-03 08:41:37,EstrategiaDefensiva,EstrategiaDefensiva,5,5,1,"Torre Rey del Jugador 2 destruida",84,3,0,7278,0,7,7,31,30,7,7,15140,2232,2232,15140,90,38
PARTIDA_0221_ec990029,2025-11-03 08:41:37,EstrategiaDefensiva,EstrategiaAgresiva,5,5,2,"Torre Rey del Jugador 1 destruida",32,0,2,1619,7278,3,3,13,13,3,3,2990,7820,7820,2990,34,21
PARTIDA_0222_41fd7bfe,2025-11-03 08:41:37,EstrategiaAgresiva,EstrategiaDefensiva,5,5,2,"Torre Rey del Jugador 1 destruida",140,1,2,1959,1779,14,10,50,47,14,10,12690,16832,16832,12690,132,109
PARTIDA_0223_0c192314,2025-11-03 08:41:37,EstrategiaDefensiva,EstrategiaDefensiva,5,5,1,"Torre Rey del Jugador 2 destruida",101,3,0,7278,0,9,8,34,37,9,8,15551,2440,2440,15551,139,37
PARTIDA_0224_40ed09c0,2025-11-03 08:41:37,EstrategiaMenorCosto,EstrategiaAgresiva,5,5,2,"Torre Rey del Jugador 1 destruida",130,1,2,1278,2456,14,14,48,48,14,14,12541,12871,12871,12541,160,154
PARTIDA_0225_9acc4106,2025-11-03 08:41:37,EstrategiaAgresiva,EstrategiaMenorCosto,5,5,1,"Torre Rey del Jugador 2 destruida",34,2,1,3857,1959,4,4,14,14,4,4,6449,4786,4786,6449,20,33
PARTIDA_0226_90ca431f,2025-11-03 08:41:37,EstrategiaAgresiva,EstrategiaMenorCosto,5,5,1,"Torre Rey del Jugador 2 destruida",27,2,0,7278,1959,3,4,12,13,3,4,7020,1496,1496,7020,26,23
PARTIDA_0227_6a405b83,2025-11-03 08:41:37,EstrategiaMenorCosto,EstrategiaDefensiva,5,5,1,"Torre Rey del Jugador 2 destruida",62,2,0,7278,1329,6,5,24,23,6,5,10835,3698,3698,10835,90,51
PARTIDA_0228_e4423dc5,2025-11-03 08:41:37,EstrategiaMenorCosto,EstrategiaAgresiva,5,5,2,"Torre Rey del Jugador 1 destruida",39,0,3,0,7203,5,4,18,15,5,4,1978,9244,9244,1978,33,41
PARTIDA_0229_f63cd77e,2025-11-03 08:41:37,EstrategiaAgresiva,EstrategiaDefensiva,5,5,1,"Torre Rey del Jugador 2 destruida",72,2,0,7278,1049,8,7,29,29,8,7,11521,4186,4186,11521,106,55
PARTIDA_0230_101a540f,2025-11-03 08:41:37,EstrategiaDefensiva,EstrategiaMenorCosto,5,5,2,"Torre Rey del Jugador 1 destruida",77,0,2,834,7278,6,8,27,28,6,8,4297,11312,11312,4297,54,76
PARTIDA_0231_11e87cde,2025-11-03 08:41:37,EstrategiaDefensiva,EstrategiaMenorCosto,5,5,2,"Torre Rey del Jugador 1 destruida",81,1,2,1726,5099,7,10,31,32,7,10,5520,11871,11871,5520,52,173
